"id","codbarras","nome","preco_venda"
2,"24",BATATA GRANEL BRANCA KG,"2,99"
3,"31",PERA DAGUA KG,"4,99"
4,"48",SALAME PERDIGAO ITALIANO CACULA,"45,9"
5,"55",CAQUI CAFE KG,"7,95"
6,"62",REVISTAS DIVERSAS,"1"
7,"79",COXINHA ASA AVERAMA KG,"0"
8,"86",TORTA MINATTO BOMBONELA KG,"35,9"
9,"93",QUEIJO BLOEMER COLONIAL KG,"36,9"
10,"109",MACA GALLA KG,"4,95"
13,"130",PAO MINATTO MASSINHA KG,"17,9"
14,"147",BOLO MINATTO MILHO VERDE KG,"14,9"
15,"154",CAVACO MINATTO TEMPERADO KG,"19,9"
16,"161",ROCAMBOLE MINATTO DA VOVO KG,"19,9"
17,"178",RADICHE UNIDADE,"2,99"
18,"185",ROSCA MINATTO DIET KG,"19,9"
19,"192",SALAME COLONIAL GAVA 9 KG,"37,9"
20,"208",BATATA GRANEL ROSA KG,"3,99"
21,"215",BATATA YACON KG,"6,99"
24,"246",CHICORIA UNIDADE,"2,99"
25,"253",TORTA MINATTO RICOTA C/GOIABADA KG,"25,9"
27,"277",PAO MINATTO FRANCES FOLHADO KG,"9,9"
28,"284",PAO DE QUEIJO MINATTO KG,"27,9"
30,"307",VASO FLOR 15 UNIDADE,"18,9"
31,"314",TORTA MINATTO AMEIXA KG,"35,9"
32,"321",ROSCA MINATTO POLVILHO DOCE KG,"10,9"
33,"338",BISC.MINATTO LEITE KG,"17,9"
35,"352",FRANGO AVE APRECIALLE KG,"10,95"
37,"376","DVD SOM LIVRE 12,99","12,99"
40,"406",CHIPA MINATTO KG,"45,9"
41,"413",TORTA MINATTO MORANGO ESPECIAL KG,"36,9"
42,"420",TORTA MINATTO QUATRO LEITES KG,"32,9"
45,"451",PAO MINATTO SUPER FOFO KG,"10,9"
46,"468",PAO MINATTO PAO CUCA BANANA CANELA,"6,5"
47,"475",C.BOV.BANANINHA RESFR.,"29,9"
48,"482",TORTA MINATTO FRUTAS KG,"26,9"
49,"499",AMEIXA ROXA KG,"15,95"
51,"512",LARANJA LIMA KG,"3,95"
52,"529",MILHO VERDE BANDEJA BJ5UN,"6,95"
53,"536",PAO PURATOS INTEGRAL LIGHT,"7,98"
56,"567",LARANJA POKAN KG,"2,99"
57,"574",UVA COMUM KG,"12,95"
58,"581",PESSEGO KG,"13,95"
59,"598",PINHAO KG,"7,95"
64,"642",PEIXE FILE SALMAO KG,"69,9"
66,"666",BOLO MINATTO CENOURA COBERTO,"20,9"
68,"680",PALHA PARA CESTA,"15"
69,"697",PAPEL PRESENTE COCHE,"22,9"
70,"703",PAO PURATOS FIBRAS LIGHT,"7,98"
72,"727",PEIXE POSTA CACAO KG,"9,9"
73,"734",ABOBRINHA KG,"5,99"
76,"765",MARACUJA KG,"4,95"
77,"772",TORTA MINATTO BOMBOM KG,"36,9"
78,"789",QUEIJO QUATA KG GOUDA,"64,9"
79,"796",TORTA MINATTO MARTA ROCHA KG,"39,9"
80,"802",BERINJELA KG,"7,95"
81,"7896058253306",PANETONE TRIUNFO 700G LATA,"16,98"
82,"826",FR.ALMO.PEITO AGRODANIELI KG,"8,99"
83,"833",CAIXA CERVEJA S/CASCO,"20"
84,"840",NECTARINA KG,"8,99"
87,"871",QUEIJO WAGNER KG,"38,9"
90,"901",SALAME COLONIAL GAVA 8 KG,"36,9"
93,"7890875302063",SAND.HOT WHEELS 27/28 AZ/AZ/CZ,"19,9"
94,"7896209400955",PAO NUTRELLA 500G 12 GRAOS,"6,79"
97,"970","OVOS BANDEJA PLASTICO 2,5DZ 30UN","13,99"
99,"994",COXA E SOBR.AGROVENETO KG,"5,69"
100,"1007",ROSCA MINATTO POLVILHO KG,"22,9"
102,"7898950675095",MANTEIGA BLOEMER 500GR,"16,95"
106,"1069",RUCULA 1UN,"2,99"
107,"1076",ROCAMBOLE MINATTO ABACAXI KG,"26,9"
109,"1090",PAO MINATTO KG INTEGRAL,"17,9"
110,"1106",ROSCA VENTO MINATTO KG,"27,9"
111,"1113",SALAMONIACO,"5,9"
112,"1120",SONHO RECHEADO MINATTO DOCE LEITE,"23,9"
113,"1137",SONHO MINATTO KG,"15,9"
114,"1144",QUEIJO VENEZA RICOTA KG,"14,9"
115,"1151",ROCAMBOLE MINATTO AMENDOIM KG,"19,9"
118,"1182",MELANCIA KG,"1,69"
119,"1199",TORTA MINATTO MACA KG,"20,9"
120,"1205",BOLO MINATTO FORMIGUEIRO KG,"19,9"
121,"7898234851177",PANETONE NITA 500G FRUTAS,"9,95"
122,"1229",BOLO MINATTO LARANJA KG,"23,9"
123,"1236",PAO MINATTO CASEIRO KG,"19,9"
124,"1243",PAO MINATTO CACHORRO QUENTE KG,"12,9"
125,"1250",BOLO MINATTO NEGA MALUC.PREST.KG,"35,9"
127,"1274",BOLO MINATTO PAO DE LO KG,"14,9"
131,"1311",PAO MINATTO AIPIM KG,"12,9"
132,"1328",PAO MINATTO DOCE,"10,9"
133,"1335",PAO MINATTO SANDUICHE KG,"11,9"
134,"1342",PAO PURATOS MULTICEREAIS LIGHT,"7,98"
135,"1359",SALAME SEARA KG ITALIANO,"59,95"
137,"1373",PAO MINATTO SALGADO KG,"11,9"
138,"1380",PAO MINATTO RECHEADO GOIABA KG,"20,9"
141,"1410",PAO MINATTO FRANCES KG,"8,7"
142,"1427",CAVACO MINATTO DOCE KG,"16,9"
143,"1434",QUEIJO WAGNER SERRANO KG,"48,9"
144,"1441",BROA MINATTO POLVILHO KG,"24,9"
146,"1465",BOLO MINATTO INGLES KG,"19,9"
147,"1472",BISC.MINATTO COCO KG,"29,9"
148,"1489",PAD.MASSA PAO SEMI-ITALIANO CONG.KG,"0,01"
149,"1496",CUCA PAO MINATTO KG,"17,9"
150,"1502",CUCA BOLO MINATTO KG,"33,9"
151,"1519",CAVACO MINATTO SALGADO SECO KG,"19,9"
152,"1526",FARINHA DE ROSCA MINATTO KG,"9,9"
153,"1533",QUEIJO RICOTA WAGNER KG,"11,95"
155,"1557",BISC.MINATTO FECULA KG,"22,9"
158,"1588",BOLO MINATTO CENOURA KG,"19,9"
160,"1601",BOLO MINATTO BANANA/CHOC.KG,"16,9"
161,"1618",CUCA BOLO MINATTO BANANA KG,"24,9"
162,"1625",LARANJA LIMA PERSIA KG,"1,99"
163,"1632",BOLO MINATTO CHOCOLATE,"21,9"
164,"1649",BISC.MINATTO OVOS KG,"23,9"
165,"7898080661906",BEB.LICOR CAPRICHO 880ML BUTIA,"10,95"
166,"1663",BISC.MINATTO TORRADO DOCE KG,"13,9"
168,"1687",BOLO MINATTO XADREZ KG,"39,9"
169,"1694",BISC.MINATTO ENFEITADO NORMAL KG,"27,9"
171,"1717",BISC.MINATTO TORRADO SALGADO KG,"13,9"
172,"1724",BANANINHA MINATTO KG,"16,9"
173,"1731",BOLO MINATTO FUBA,"16,8"
174,"1748",BISC.MINATTO GOIABADA KG,"22,9"
175,"1755",EMPADA MINATTO PALMITO,"39,9"
176,"1762",BISC.MINATTO CHOCOLATE KG,"8,9"
177,"1779",ALHO KG,"29,9"
178,"7896209400771",PAO NUTRELLA VITTA 7 GRAOS 450GR,"12,95"
179,"7896209401174",PAO NUTRELLA VITTA 14 GRAOS 450GR,"12,95"
180,"1809",COUVE FOLHA UNIDADE,"2,99"
181,"1816",AGRIAO UNIDADE,"2,99"
182,"1823",BROCOLIS UNIDADE,"2,99"
183,"1830",VAGEM KG,"15,95"
184,"1847",COUVE FLOR UNIDADE,"2,99"
185,"1854",MORANGO BANDEJA 1UN,"7,99"
187,"1878",LIMAO KG,"2,99"
188,"1885",ABACATE KG,"8,95"
189,"1892",KIWI KG,"9,95"
190,"1908",UVA RUBI KG,"11,95"
191,"1915",MORGOTA KG,"6,99"
192,"1922",PERA ARGENTINA KG,"11,95"
193,"1939",MACA ARGENTINA KG,"9,95"
194,"1946",LARANJA PERA KG,"1,99"
195,"1953",PEPINO KG,"4,88"
196,"1960",PIMENTAO KG,"5,99"
197,"1977",BETERRABA KG,"2,99"
198,"1984",CENOURA KG,"2,95"
199,"1991",MORANGA KG,"1,99"
200,"2004",REPOLHO UNIDADE,"1,99"
201,"2011",CEBOLA KG,"2,99"
202,"2028",BATATA SALSA KG,"5,95"
203,"2035",ABACAXI PEROLA UNIDADE 1UN,"3,99"
204,"2042",COCO KG,"4,99"
205,"7898914577014",ALFACE UNIDADE 1UN,"2,99"
206,"2066",MANGA ROSA KG,"2,99"
207,"2073",BATATA DOCE KG,"3,49"
208,"2080",CHUCHU KG,"2,99"
209,"2097",MELAO KG,"3,95"
210,"2103",MAMAO PAPAIA KG,"3,95"
211,"2110",MAMAO FORMOSA KG,"3,95"
213,"2134",BANANA BRANCA KG,"3,95"
214,"2141",AIPIM DESCASCADO KG,"5,95"
215,"2158",TOMATE KG,"5,99"
216,"2165",SALAME COLONIAL GAVA 7 KG,"35,9"
217,"2172",SALAME COLONIAL GAVA 6 KG,"34,9"
218,"2189",SALAME COLONIAL GAVA 5 KG,"33,9"
219,"2196",SALAME COLONIAL GAVA 4 KG,"32,9"
220,"2202",SALAME COLONIAL GAVA 3 KG,"31,9"
221,"2219",SALAME COLONIAL GAVA 2 KG,"30,9"
222,"2226",SALAME COLONIAL GAVA 1 KG,"29,9"
224,"2240",TORRESMO D.MARTA SUINO PRENSADO KG,"35,9"
231,"2318",QUEIJO TIROL KG PROVOLONE,"49,9"
233,"2332",C.BOV.COSTELA MINGA RESFR. KG,"21,9"
234,"7896209400351",PAO NUTRELLA 300G LIGHT IOG.CEREAI,"5,99"
236,"2363",C.BOV.ACEM KG RESFR.,"29,5"
237,"2370",C.BOV.PALETA KG  RESFR.,"29,9"
238,"2387",C.BOV.TATU RESFR.,"31,9"
239,"2394",C.BOV.PATINHO KG RESFR.,"34,9"
240,"2400",C.BOV.LOMBO KG (AR) RESFR.,"39,9"
241,"2417",C.BOV.COXAO FORA KG (AR)RESFR.,"31,9"
242,"2424",C.BOV.COXAO MOLE KG RESFR.,"34,9"
243,"2431",C.BOV.ALCATRA KG RESFR.,"39,9"
244,"2448",C.BOV.PICANHA RESFR.,"56,9"
245,"2455",C.BOV.FILE MIG.KG RESFR.,"49,9"
250,"2509",TORTA MINATTO MORANGO KG,"34,9"
251,"2516",FR.ALMO.COXA E SOBRECOXA KG,"8,99"
255,"2554",TORTA MINATTO LARANJA KG,"17,9"
256,"2561",CHESTER PERDIGAO KG TERMPERADO,"16,95"
258,"7891962012735",CHOCOTTONE BAUDUCCO CHOCOLATE 500GR,"19,9"
261,"2615",MASSA MINATTO BASE FOLHADO KG,"11,9"
262,"2622",PAO MINATTO MELAO KG,"13,9"
263,"2639",TORTA MINATTO LIMAO KG,"22,9"
269,"2691",QUEIJO VENEZA KG MUSSARELA,"18,9"
272,"2721",ROSCA ALEMA MINATTO KG,"16,9"
274,"2745",PIMENTAO VERMELHO AMARELO KG,"22,9"
275,"2752",TORTA MINATTO ALEMA KG,"39"
277,"2776",BOLO MINATTO AIPIM KG,"24,9"
278,"2783",QUEIJO TIROL KG PARMESAO,"69,9"
280,"2806",WAFFER MINATTO BANANA KG,"22,9"
282,"7896066342191",PAO WICK BOLD LIGHT 10 GRAOS 370GR,"7,95"
283,"7891175031530",VELA ESTRELA REGINA C/4 PRATA,"3,49"
284,"7896066342276",PAO WICK BOLD LIGHT LINHACA 370GR,"7,95"
285,"2851",CEBOLA ROXA KG,"4,99"
286,"2868",REPOLHO ROXO UNIDADE,"3,55"
287,"2875",COCO VERDE UNIDADE,"2,98"
288,"2882",AMEIXA BANDEJA 500G BJ1UN,"14,95"
289,"2899",UVA ITALIA KG,"11,95"
290,"7897173012069",PAO WICK BOLD 43G URSINHO CHOCOLAT,"2,29"
301,"3018",PAO MINATTO KG INTEGRAL 7 GRAOS,"25,9"
308,"7891357035264",QUEIJO VENEZA PRATO FATIADO KG,"30,9"
311,"3117",SALGADINHO FRITO PASTEL KG,"27,9"
312,"3124","CD CIA DO SOM 12,99","12,99"
313,"3131",GOIABA KG,"8,95"
316,"7896209400214",PAO NUTRELLA 500G MANTEIGA,"4,39"
317,"7896209400054",PAO NUTRELLA 500G LEITE,"4,39"
318,"3186",C.BOV.VAZIO (BARRIGUEIRA) RESFR.,"19,9"
319,"3193",LINGUICA FRIOSZEN KG BELISCAO,"4,95"
321,"7896209400139",PAO NUTRELLA 300G BISNAGA BOYS,"5,95"
323,"7896209400542",PAO NUTRELLA 500G VITTA OMEGA,"8,99"
324,"7896209400030",PAO NUTRELLA 500G CENTEIO,"5,99"
325,"3254",C.BOV.MUSCULO KG RESFR.,"25,9"
326,"3261",C.BOV.PESCOCO(AGULHA)RESFR.,"25,9"
327,"3278",C.BOV.RECORTE COXAO MOLE KG,"19,9"
329,"3292",RICOTA SULFRIOS KG,"12,95"
330,"3308",C.BOV.PEITO KG (AR) RESFR.,"33,9"
331,"3315",C.BOV.FRALDA KG RESF.,"35,9"
332,"3322",C.BOV.MAMINHA KG (AR)RESFR.,"44,9"
333,"7897173002053",BOLO CASASUICA 250G CHOCOLATE,"6,49"
336,"3360",C.SUI.PES CONGE.KG,"9,95"
337,"3377",C.SUI.ORELHA CONG.,"12,9"
338,"3384",BROA MINATTO CHOCOLATE KG,"15,9"
341,"7897173002022",BOLO CASASUICA 250G GOTAS CHOCOLAT,"6,49"
342,"7897173002015",BOLO CASASUICA 250G MESCLADO,"6,49"
343,"7897173002039",BOLO CASASUICA 250G LARANJA,"4,99"
346,"3469",CAQUI FUIU KG,"7,95"
348,"3483",BOLO MINATTO COCO KG,"19,9"
349,"3490",TORTA MINATTO PRESTIGIO KG,"33,9"
350,"3506",BERGAMOTA MONTEGRINA KG,"3,99"
351,"7891962000022",PANETTONE BAUDUCCO FRUTAS 500GR,"19,9"
353,"7896011125305",PANETONE PARATI FRUTAS 500GR,"18,98"
355,"3551",SANDUICHE MINATTO NATURAL LIGHT KG,"24,9"
357,"7890552080734",DVD-R EMTEC 4.7.,"2,5"
367,"3674",RABANETE KG,"4,99"
369,"7896066338835",PAO WICK BOLD 300G ESTARBEM FORMA,"5,95"
370,"7896066338910",PAO WICK BOLD 300G ESTARBEM AVELIN,"5,95"
375,"7896066302003",PAO WICKBOLD BISNAGA TN.TRAD. 300GR,"7,95"
376,"7896066343242",PAO WICKBOLD CASTANHA/QUINOA 500GR,"14,95"
381,"3810",BISC.MINATTO OVOS ESPECIAL KG,"21,9"
384,"7896209400306",PAO NUTRELLA 500G LIGHT,"5,99"
385,"7896861701414",CARNE GPS GRAFSET,"1,3"
386,"3865",SANDUICHE MINATTO COMPLETO KG,"26,9"
387,"3872",SANDUICHE APRESUNTADO/QUEIJO KG,"14,9"
392,"3926",BANANA CATURRA KG,"2,99"
394,"3940",BOLO XODO MINATTO,"29,9"
396,"3964",C.BOV.LINGUA RESFR.(AR),"14,9"
397,"3971",QUEIJO TIROL KG MINAS PADRAO,"35,9"
399,"3995",MACA FUJI KG,"3,99"
401,"4015",BOLO MINATTO NEGA MALUC.BRIGADEIRO,"28,9"
402,"4022",TORTA MINATTO MORANGO/BOMBOM KG,"35,9"
406,"4060",FR.ALMO.FRANGO KG,"8,99"
408,"4084",PAO MINATTO ITALIANO,"19,9"
409,"7896209400740",PAO NUTRELLA 300G LIGHT IOG.CEN.ME,"5,99"
416,"4169",BISC.MINATTO ENFEIT.DETALHADO KG,"28,9"
417,"7898925282068",FR.ALMO.ASA AGRODANIELI KG,"14,95"
418,"4183",BOLO MINATTO FOFO KG,"14,9"
422,"7896209400412",PAO NUTRELLA 300G LIGHT CENTEIO,"5,99"
426,"4268",BATATA INGLESA ESCOVADA KG,"1,99"
427,"4275",SEBO DERRETIDO KG,"2,98"
429,"4299",BOLO MINATTO MILHO,"22,9"
431,"4312",ROSCA AMERICANA MINATTO KG,"24,9"
432,"7896209400023",PAO NUTRELLA 500G PRETO,"5,99"
434,"4343",PAO MINATTO DOGUINHO KG SALSICHA,"23,9"
435,"4350",SALADA FRUTA MINATTO KG,"14,9"
441,"4411",SANDUICHE MINATTO FRANGO KG,"24,9"
442,"4428",SANDUICHE MINATTO PRES/QUEIJO KG,"19,9"
443,"4435",C.BOV.RABO RESFR.,"15,9"
444,"7898362830075",FILE PEIXE LAGOMAR 1KG MERLUZA,"10,98"
449,"7891962016825",CHOCOTTONE BAUDUCCO MAXI MOUS 500GR,"25,9"
450,"4503",AMEIXA BRANCA KG,"9,95"
451,"4510",MASSA PIZZA MINATTO KG,"14,9"
452,"4527",QUEIJO BECKER KG COLONIAL,"29,9"
454,"4541",C.SUI.RABO KG,"9,95"
464,"4640",SALSAO UNIDADE,"4,95"
469,"7896022203498",BOLO RENATA 300G COCO CHOCOLATE,"5,95"
470,"7896022203061",BOLO RENATA 300G QUEIJO GOIABA,"5,95"
471,"7898449580435",SALGADO ASSADO FRANGO/REQUEIJAO 1UN,"4,5"
472,"4725",PIZZA MINATTO FRANGO KG,"27,9"
474,"7896292006706",PANETONE LOWCUCAR 400G FRUTAS,"15,98"
480,"4800",C.BOV.FIGADO RESFR.,"15,95"
481,"4817",PIZZA MINATTO MISTA PRESUNTO KG,"27,9"
484,"7896022202408",BOLO RENATA 250G MESCLADO,"5,95"
485,"7898963276074",FILE TAINHA NOBILE S/PELE 400GR,"12,95"
486,"4862",TORTA MINATTO FRUTAS ESPECIAL KG,"28,9"
487,"4879",LINGUICA D.MARTA TOSCANA KG,"24,95"
491,"4916",PERA ASIA KG,"8,99"
493,"7898963276036",FILE PAPA TERRA NOBILE S/PELE 400GR,"14,95"
494,"4947",C.SUI.PALETA OSSO E PELE CONG.FRIM,"13,95"
497,"4978",C.SUI.PE D.MARTA KG,"15,9"
498,"4985",SALGADO FRITO COXINHA 1UN,"3"
499,"4992",C.SUI.ORELHA D.MARTA KG,"16,9"
500,"5005",LARANJA UMBIGO KG,"4,99"
501,"5012",C.SUI.RABO D.MARTA KG,"21,9"
502,"5029",QUEIJO VENEZA KG MINAS LIGHT,"34,9"
504,"5043",C.BOV.CORACAO CONG.,"10,99"
507,"5074",QUEIJO MINAS LIGHT WAGNER KG,"20,9"
508,"5081",HAMBURGUER MINATTO AUSTRALIANO KG,"54,9"
509,"5098",C.SUI.COURO KG,"8,95"
512,"5128",ROSCA MINATTO VO REGINA KG,"16,9"
518,"7896553941920",CAIXA COZA MULTIUSO 20433 RETRO VM,"16,9"
519,"7896553941913",CAIXA COZA MULTIUSO 20433 RETRO CR,"16,9"
520,"5203",BOLO MINATTO INGLES C/AMENDOIN,"19,9"
526,"5265",C.SUI.LOMBO FRIGONEVES DEFUMADO KG,"45,9"
528,"5289",PAO MINATTO BATATA KG,"11,9"
530,"5302",C.BOV.RÚMEN(BUCHO) KG,"15,95"
532,"7898076870138",ROSQUINHA DE POLVILHO MANDIOK 500GR,"13,95"
536,"7896066304427",PAO WICK BOLD G.SABOR CANELA/ 500GR,"11,95"
538,"5388",PAO MINATTO MORANGA KG,"9,9"
539,"7896066313849",PAO WICK BOLD 300G BISNAGA JACK,"3,99"
540,"7896066317595",PAO WICKBOLD TRAD.FORMA 500GR,"6,95"
541,"7896066314303",PAO WICK BOLD 400G LIGHT AVEIA,"6,79"
542,"7896066313092",PAO WICK BOLD 500G INTEGRAL,"5,95"
543,"7896066310701",PAO WICK BOLD 430G LIGHT BREAD,"5,59"
544,"7896066310114",PAO WICK BOLD 500G CENTEIO,"7,79"
546,"7896066310282",PAO WICK BOLD CLASS.PRETO 500GR,"7,99"
547,"7896066310572",PAO WICK BOLD 500G INTEGRAL GRAO S,"10,99"
548,"7896066336381",PAO WICKBOLD GIRASSOL/CAST. 400GR,"13,95"
549,"7896066310343",PAO WICK BOLD CLASS.INTEGRAL 450GR,"7,99"
550,"7896066314495",PAO WICK BOLD 300G FORMA LIGHT,"6,49"
551,"7896066336541",PAO WICK BOLD 300G GRANOLA IOGURT,"5,59"
552,"7896066336626",PAO WICKBOLD LIGHT IOGU/CENO 370GR,"10,95"
553,"7896209401181",PAO NUTRELLA 500G GRAOS E CASTANHA,"11,95"
554,"5548",PUDIM MINATTO KG,"19,9"
557,"5579",LARANJA VALENCIA KG,"1"
558,"7896209401198",PAO NUTRELLA 500G AMEIXA/IOGURTE,"5,99"
559,"7896209400696",BOLO NUTRELLA 300G CHOCOLATE,"3,99"
562,"5623",CASTANHA PARA KG,"39,9"
564,"7896209400665",BOLO NUTRELLA 300G COCO,"4,49"
565,"7896209400702",BOLO NUTRELLA 300G LARANJA,"3,99"
567,"7898907487047",MORTADELA INFAP LANCHE 2KG,"24,9"
569,"5692",PAO EMULZINT INTEGRAL LIGHT KG,"22,9"
570,"5708",BISC.MINATTO MAIZENA KG,"17,9"
571,"5715",PAD.MASSA PAO AUSTRALIANO CONG.KG,"0,01"
573,"7896209401334",BOLO NUTRELLA 40G LARANJA,"0,85"
575,"7896066313177",PAO WICK BOLD 300G SEM CASCA,"7,39"
576,"5760",QUEIJO TIROL KG COLONIAL PEDACO,"39,9"
580,"7896066336466",PAO WICK BOLD 450G MULTIGRAOS,"7,95"
581,"7898446284022",VELA CHAMA ESTRELAR ALEGRIA C/4,"3,95"
584,"5845",KIT FEIJOADA DONA MARTA KG,"39,9"
586,"7896066333793",PAO WICK BOLD 500G MANTEIGA,"4,95"
587,"7896066332802",PAO WICK BOLD 500G FORMA LEITE,"4,89"
588,"5883",GENGIBRE KG,"14,95"
590,"5906",ESFIHA MINATTO PALMITO KG,"31,9"
591,"7898944057081",GALINHA BAND.COXA/SOBR.FRAGNANI 1KG,"11,95"
592,"7898944057098",GALINHA BAND.FRAGNANI MIUDO OVO 1KG,"9,95"
593,"5937",GALINHA CORTADA KG,"8,95"
596,"7891515490218",SALAME PERDIGAO DEFUMADO 100GR,"9,99"
604,"6040",TORTA MINATTO SALGADA KG,"29,9"
605,"6057",WAFFER MINATTO ORIGINAL KG,"22,9"
606,"7898963276012",FILE TILAPIA NOBILE S/PELE 400GR,"15,95"
607,"6071",PAO MINATTO BATATA RECHEADO KG,"25,9"
612,"6125",PAO BAGUETE MINATTO KG,"20,9"
615,"6156",VASILHAME COCA COLA 2L,"1,25"
616,"7892509111393",HD 500GB SAMSUNG 7200RPM,"150"
617,"6170",C.BOV.CHULETA KG RESFR.,"28,9"
618,"6187",TONER HP CB435A/436/CE2A UNIV.,"70"
622,"6224",FOLHADO SALGADO FRANGO KG,"24,9"
626,"7896022203085",BOLO RENATA 250G CHOCOLATE RECH.,"5,59"
629,"6293",PAO BRIOCHE MINATTO KG,"34,9"
631,"6316",ROSCA MINATTO POLVILHO FRITA KG,"22,9"
632,"7891000079270",PANETONE NESTLE 400G CLASSIC,"17,95"
633,"7891027156176",CARNE GPS TILIBRA 12X2VIAS 15617,"4,9"
634,"6347",PAPEL SEMI KRAFT,"9,5"
663,"7891193096818",PAO SEVEN B.INTEGRAL PRETO 450GR,"11,95"
664,"6644",TORRESMO D.MARTA PURURUCA KG,"95,9"
665,"6651",ALHO PORO UNIDADE,"3,95"
667,"6675",COCO METADE KG,"11,98"
669,"6699",LICHIA UNIDADE BJ300GR,"8,95"
670,"6705",ROSCA MINATTO POLVILHO S/LACTOSE KG,"19,9"
673,"6736",SEMI-JOIA RARISSIMA COLAR 391293,"24"
675,"6750",SEMI-JOIA RARISSIMA BRINCO 391793,"36"
676,"6767",SEMI-JOIA RARISSIMA BRINCO 391593,"29,9"
677,"7896066304564",PAO WICK BOLD 500G G.SABOR AMAR/LI,"7,95"
679,"6798",C.SUI.COPA (SOBREPALETA) KG,"21,9"
680,"7896066310633",PAO WICK BOLD 350G FOR.S/CASCA FAT,"5,59"
688,"6880",ESFIHA MINATTO FRANGO KG,"27,9"
689,"6897",ESPETINHO FRANGO MINATTO,"5"
691,"7896209400931",BOLO NUTRELLA 300G MESCLADO,"4,49"
692,"7896360300583",PAO DE ALHO WICK BOLD 220G,"4,88"
695,"7890857574174",REVISTA CISNE IDEIAS TRICO 2012,"3"
696,"6965",BACON FRIGONEVES PERNIL KG,"36,95"
698,"6989",LINGUICA FRIGONEVES PURA KG,"22,95"
699,"6996",QUEIJADINHA MINATTO KG,"36,9"
700,"7896066305615",PAO WICKBOLD S/CASCA TRADIC. 450GR,"14,9"
702,"7896066301860",PAO WICKBOLD FERM.NATURAL INT 370GR,"8,9"
707,"7078",C.SUI.PERNIL OSSO FRIGONEVE TEMP.KG,"17,95"
709,"7092",SALAME FRIGONEVES ITALIANO KG,"35,9"
710,"7108",TORRESMO PERON KG,"27,9"
711,"7896066301853",PAO WICKBOLD FERM.NATURAL TRA 370GR,"7,95"
713,"7139",C.SUI.COSTELA FRIGONEVES TEMP.KG,"22,95"
714,"7896022203191",BOLO RENATA 40G BAUNILHA MORANGO,"0,95"
715,"7896022203771",BOLO RENATA 40G CHOCO.BRIGADEIRO,"0,95"
716,"7897173012083",PAO WICK BOLD 43G URSINHO BAUNILHA,"2,29"
717,"7897173012106",PAO WICK BOLD 43G URSINHO D.LEITE,"1,95"
718,"7184",BOLO MINATTO ABACAXI KG,"25,9"
719,"7191",BOLO MINATTO KG LIMAO COBERTO,"30,9"
720,"7207",C.SUI.COSTELA FRIGONEVES DEF.KG,"39,9"
722,"7221",TORRESMO FRIGONEVES KG,"19,95"
726,"7269",AVE FIESTA SEARA KG,"15,95"
728,"7896066301082",PAO WICK BOLD 270G AUSTRALIANO,"4,69"
729,"7896066301099",PAO WICK BOLD 160G BAGEL,"3,29"
731,"7313",CAIXA COCA COLA PLAST.,"13,86"
732,"7896066303154",PAO WICK BOLD 200G HAMBURGUER,"5,39"
733,"7896066301105",PAO WICK BOLD 160G BAGEL MULTIGRAO,"2,99"
734,"7896066303680",PAO WICKBOLD CHIA MACADAMIA 400GR,"11,95"
735,"7351",CHOCOTTONE MINATTO PRESTIGIO COC KG,"29,5"
736,"7368",SALAME SADIA KG ITALIANO,"57,9"
738,"7893000340107",MORTADELA SADIA SADILAR VERMELH 1KG,"10,95"
739,"7896209401310",BOLO NUTRELLA 40G CHOCOLATE,"0,85"
740,"7405",PAO DE QUEIJO MINATTO GOIABADA KG,"36,9"
743,"6964200940761",GALINHA FERRO RT-4076,"26,9"
744,"7898935024078",UVA BANDEJA 500G,"8,95"
746,"7467",SALGADO FRITO PASTEL CARNE 1UN,"3"
747,"7474",KIWI BANDEJA UN,"12,95"
748,"7898935024160",QUIABO BANDEJA UN,"4,98"
749,"7891962057392",CHOCOTTONE BAUDUCCO MAXI CARA 500GR,"25,9"
750,"7891962055442",CHOCOTTONE BAUDUCCO 500G OVOMALTINE,"22,9"
751,"7897173001285",BOLO WICK BOLD 250G INT.ZERO ACUCA,"8,99"
752,"7528",QUEIJO MONDAI COLONIAL KG,"26,9"
753,"7535",QUEIJO BELPAIS KG GORGONZOLA,"31,9"
754,"7542",QUEIJO MONDAI KG PROVOLONE,"29,9"
755,"7559",QUEIJO BELPAIS KG RICOTA,"8,95"
759,"7891962018546",PANETTONE TOMMY FRUTAS 400G,"9,9"
761,"7891962018553",PANETTONE TOMMY CHOCOLATE 400G,"9,9"
766,"7896022203788",BOLINHO RENATA 160G BRIGADEIRO,"3,99"
769,"7696",C.BOV.FRALDA KG  CONG.,"35,9"
770,"7702",C.BOV.ACEM KG CONG.,"29,5"
771,"7719",C.BOV.PESCOCO(AGULHA)CONG,"25,9"
773,"7733",C.BOV.ALCATRA KG CONG.,"39,9"
774,"7740",C.BOV.BANANINHA CONG,"29,9"
775,"7757",C.BOV.VAZIO(BARRIGUEIRA) CONG.,"19,9"
776,"7764",C.BOV.RUMEM(BUCHO) RESF.,"17,95"
778,"7788",C.BOV.CHULETA KG CONG.,"28,9"
779,"7795",C.BOV.CORACAO RESFR.,"13,95"
780,"7801",C.BOV.COSTELA KG CONG.,"21,9"
781,"7818",C.BOV.COXAO FORA KG CONG.,"31,9"
